 0.000000000000e+00  4.332883754138e-01 
 1.083372540000e-11  4.332883754138e-01 
 2.166745080000e-11  4.332883754138e-01 
 4.333490160000e-11  4.332883754138e-01 
 8.666980320000e-11  4.332883754138e-01 
 1.733396064000e-10  4.332883754139e-01 
 3.466792128000e-10  4.332883754140e-01 
 6.933584256000e-10  4.332883754143e-01 
 1.386716851200e-09  4.332883754145e-01 
 2.470089391200e-09  4.332883754133e-01 
 3.553461931200e-09  4.332883754115e-01 
 4.636834471200e-09  4.332883754094e-01 
 5.720207011200e-09  4.332883754049e-01 
 6.803579551200e-09  4.332883753995e-01 
 7.886952091200e-09  4.332883753953e-01 
 8.970324631200e-09  4.332883753911e-01 
 1.005369717120e-08  4.332883753851e-01 
 1.113706971120e-08  4.332883753774e-01 
 1.222044225120e-08  4.332883753686e-01 
 1.330381479120e-08  4.332883753600e-01 
 1.438718733120e-08  4.332883753517e-01 
 1.547055987120e-08  4.332883753429e-01 
 1.655393241120e-08  4.332883753337e-01 
 1.763730495120e-08  4.332883753248e-01 
 1.872067749120e-08  4.332883753168e-01 
 1.980405003120e-08  4.332883753102e-01 
 2.088742257120e-08  4.332883753043e-01 
 2.197079511120e-08  4.332883752980e-01 
 2.305416765120e-08  4.332883752923e-01 
 2.413754019120e-08  4.332883752868e-01 
 2.522091273120e-08  4.332883752811e-01 
 2.630428527120e-08  4.332883752758e-01 
 2.738765781120e-08  4.332883752713e-01 
 2.847103035120e-08  4.332883752671e-01 
 2.955440289120e-08  4.332883752624e-01 
 3.063777543120e-08  4.332883752574e-01 
 3.172114797120e-08  4.332883752525e-01 
 3.280452051120e-08  4.332883752480e-01 
 3.388789305120e-08  4.332883752448e-01 
 3.497126559120e-08  4.332883752435e-01 
 3.605463813120e-08  4.332883752437e-01 
 3.713801067120e-08  4.332883752444e-01 
 3.822138321120e-08  4.332883752445e-01 
 3.930475575120e-08  4.332883752435e-01 
 4.038812829120e-08  4.332883752423e-01 
 4.147150083120e-08  4.332883752418e-01 
 4.255487337120e-08  4.332883752413e-01 
 4.363824591120e-08  4.332883752409e-01 
 4.472161845120e-08  4.332883752409e-01 
 4.580499099120e-08  4.332883752415e-01 
 4.688836353120e-08  4.332883752432e-01 
 4.797173607120e-08  4.332883752452e-01 
 4.905510861120e-08  4.332883752453e-01 
 5.013848115120e-08  4.332883752433e-01 
 5.122185369120e-08  4.332883752404e-01 
 5.230522623120e-08  4.332883752376e-01 
 5.338859877120e-08  4.332883752359e-01 
 5.447197131120e-08  4.332883752357e-01 
 5.555534385120e-08  4.332883752378e-01 
 5.663871639120e-08  4.332883752419e-01 
 5.772208893120e-08  4.332883752450e-01 
 5.880546147120e-08  4.332883752460e-01 
 5.988883401120e-08  4.332883752453e-01 
 6.097220655120e-08  4.332883752443e-01 
 6.205557909120e-08  4.332883752446e-01 
 6.313895163120e-08  4.332883752452e-01 
 6.422232417120e-08  4.332883752454e-01 
 6.530569671120e-08  4.332883752460e-01 
 6.638906925120e-08  4.332883752476e-01 
 6.747244179120e-08  4.332883752507e-01 
 6.855581433120e-08  4.332883752545e-01 
 6.963918687120e-08  4.332883752575e-01 
 7.072255941120e-08  4.332883752599e-01 
 7.180593195120e-08  4.332883752626e-01 
 7.288930449120e-08  4.332883752659e-01 
 7.397267703120e-08  4.332883752703e-01 
 7.505604957120e-08  4.332883752755e-01 
 7.613942211120e-08  4.332883752806e-01 
 7.722279465120e-08  4.332883752853e-01 
 7.830616719120e-08  4.332883752891e-01 
 7.938953973120e-08  4.332883752907e-01 
 8.047291227120e-08  4.332883752905e-01 
 8.155628481120e-08  4.332883752892e-01 
 8.263965735120e-08  4.332883752872e-01 
 8.372302989120e-08  4.332883752855e-01 
 8.480640243120e-08  4.332883752851e-01 
 8.588977497120e-08  4.332883752852e-01 
 8.697314751120e-08  4.332883752836e-01 
 8.805652005120e-08  4.332883752794e-01 
 8.913989259120e-08  4.332883752736e-01 
 9.022326513120e-08  4.332883752681e-01 
 9.130663767120e-08  4.332883752635e-01 
 9.239001021120e-08  4.332883752595e-01 
 9.347338275120e-08  4.332883752555e-01 
 9.455675529120e-08  4.332883752515e-01 
 9.564012783120e-08  4.332883752476e-01 
 9.672350037120e-08  4.332883752438e-01 
 9.780687291120e-08  4.332883752412e-01 
 9.889024545120e-08  4.332883752404e-01 
 9.997361799120e-08  4.332883752403e-01 
 1.010569905312e-07  4.332883752396e-01 
 1.021403630712e-07  4.332883752381e-01 
 1.032237356112e-07  4.332883752353e-01 
 1.043071081512e-07  4.332883752329e-01 
 1.053904806912e-07  4.332883752326e-01 
 1.064738532312e-07  4.332883752341e-01 
 1.075572257712e-07  4.332883752367e-01 
 1.086405983112e-07  4.332883752405e-01 
 1.097239708512e-07  4.332883752455e-01 
 1.108073433912e-07  4.332883752514e-01 
 1.118907159312e-07  4.332883752567e-01 
 1.129740884712e-07  4.332883752612e-01 
 1.140574610112e-07  4.332883752657e-01 
 1.151408335512e-07  4.332883752713e-01 
 1.162242060912e-07  4.332883752779e-01 
 1.173075786312e-07  4.332883752858e-01 
 1.183909511712e-07  4.332883752936e-01 
 1.194743237112e-07  4.332883752992e-01 
 1.205576962512e-07  4.332883753035e-01 
 1.216410687912e-07  4.332883753086e-01 
 1.227244413312e-07  4.332883753149e-01 
 1.238078138712e-07  4.332883753215e-01 
 1.248911864112e-07  4.332883753283e-01 
 1.259745589512e-07  4.332883753357e-01 
 1.270579314912e-07  4.332883753433e-01 
 1.281413040312e-07  4.332883753504e-01 
 1.292246765712e-07  4.332883753556e-01 
 1.303080491112e-07  4.332883753586e-01 
 1.313914216512e-07  4.332883753594e-01 
 1.324747941912e-07  4.332883753580e-01 
 1.335581667312e-07  4.332883753543e-01 
 1.346415392712e-07  4.332883753493e-01 
 1.357249118112e-07  4.332883753434e-01 
 1.368082843512e-07  4.332883753363e-01 
 1.378916568912e-07  4.332883753283e-01 
 1.389750294312e-07  4.332883753203e-01 
 1.400584019712e-07  4.332883753122e-01 
 1.411417745112e-07  4.332883753043e-01 
 1.422251470512e-07  4.332883752968e-01 
 1.433085195912e-07  4.332883752898e-01 
 1.443918921312e-07  4.332883752837e-01 
 1.454752646712e-07  4.332883752789e-01 
 1.465586372112e-07  4.332883752755e-01 
 1.476420097512e-07  4.332883752736e-01 
 1.487253822912e-07  4.332883752716e-01 
 1.498087548312e-07  4.332883752687e-01 
 1.508921273712e-07  4.332883752668e-01 
 1.519754999112e-07  4.332883752657e-01 
 1.530588724512e-07  4.332883752641e-01 
 1.541422449912e-07  4.332883752623e-01 
 1.552256175312e-07  4.332883752599e-01 
 1.563089900712e-07  4.332883752568e-01 
 1.573923626112e-07  4.332883752537e-01 
 1.584757351512e-07  4.332883752515e-01 
 1.595591076912e-07  4.332883752515e-01 
 1.606424802312e-07  4.332883752537e-01 
 1.617258527712e-07  4.332883752569e-01 
 1.628092253112e-07  4.332883752594e-01 
 1.638925978512e-07  4.332883752608e-01 
 1.649759703912e-07  4.332883752619e-01 
 1.660593429312e-07  4.332883752638e-01 
 1.671427154712e-07  4.332883752670e-01 
 1.682260880112e-07  4.332883752722e-01 
 1.693094605512e-07  4.332883752792e-01 
 1.703928330912e-07  4.332883752863e-01 
 1.714762056312e-07  4.332883752930e-01 
 1.725595781712e-07  4.332883752998e-01 
 1.736429507112e-07  4.332883753054e-01 
 1.747263232512e-07  4.332883753079e-01 
 1.758096957912e-07  4.332883753070e-01 
